LemonEntry,partOfSpeech,writtenFormInfinitive,writtenForm3rdPresent,writtenFormPast,writtenFormPerfect,SyntacticFrame,subject,directObject,sense,reference,domain,range,passivePreposition
darstellen,verb,darstellen,darstellt,darstellte,dargestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
behandeln,verb,behandeln,behandelt,behandelte,behandelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
aufnehmen,verb,aufnehmen,aufnimmt,aufnahm,aufgenommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
aufführen,verb,aufführen,aufführt,aufführte,aufgeführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
erleben,verb,erleben,erlebt,erlebte,erlebt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
stellen,verb,stellen,stellt,stellte,gestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
vertreiben,verb,vertreiben,vertreibt,vertrieb,vertrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
schildern,verb,schildern,schildert,schilderte,geschildert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
erleben,verb,erleben,erlebt,erlebte,erlebt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
erleben,verb,erleben,erlebt,erlebte,erlebt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
vertreiben,verb,vertreiben,vertreibt,vertrieb,vertrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
enthalten,verb,enthalten,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verliebt,verb,verliebt,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
zählen,verb,zählen,zählt,zählte,gezählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
zählen,verb,zählen,zählt,zählte,gezählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
verliebt,verb,verliebt,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
inspirieren,verb,inspirieren,inspiriert,inspirierte,inspiriert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
enthalten,verb,enthalten,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
beschreiben,verb,beschreiben,beschreibt,beschrieb,beschrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
stellen,verb,stellen,stellt,stellte,gestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
inspirieren,verb,inspirieren,inspiriert,inspirierte,inspiriert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vermarkten,verb,vermarkten,vermarktet,vermarktete,vermarktet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vermarkten,verb,vermarkten,vermarktet,vermarktete,vermarktet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
enthalten,verb,enthalten,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vertreiben,verb,vertreiben,vertreibt,vertrieb,vertrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vermarkten,verb,vermarkten,vermarktet,vermarktete,vermarktet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verliebt,verb,verliebt,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
nehmen,verb,nehmen,nimmt,nahm,genommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
beschäftigen,verb,beschäftigen,beschäftigt,beschäftigte,beschäftigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bilden,verb,bilden,bildet,bildete,gebildet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
nehmen,verb,nehmen,nimmt,nahm,genommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bilden,verb,bilden,bildet,bildete,gebildet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
fungieren,verb,fungieren,fungiert,fungierte,fungiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bilden,verb,bilden,bildet,bildete,gebildet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vorstellen,verb,vorstellen,vorstellt,vorstellte,vorgestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beschreiben,verb,beschreiben,beschreibt,beschrieb,beschrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
bestehen,verb,bestehen,besteht,bestand,bestanden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
lauten,verb,lauten,lautet,lautete,gelautet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
beschäftigen,verb,beschäftigen,beschäftigt,beschäftigte,beschäftigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
beteiligen,verb,beteiligen,beteiligt,beteiligte,beteiligt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
nehmen,verb,nehmen,nimmt,nahm,genommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
begleiten,verb,begleiten,begleitet,begleitete,begleitet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
lauten,verb,lauten,lautet,lautete,gelautet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beschreiben,verb,beschreiben,beschreibt,beschrieb,beschrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
fortsetzen,verb,fortsetzen,fortsetzt,fortsetzte,fortgesetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beteiligen,verb,beteiligen,beteiligt,beteiligte,beteiligt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
fungieren,verb,fungieren,fungiert,fungierte,fungiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
fortsetzen,verb,fortsetzen,fortsetzt,fortsetzte,fortgesetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
inspirieren,verb,inspirieren,inspiriert,inspirierte,inspiriert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
zählen,verb,zählen,zählt,zählte,gezählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beteiligen,verb,beteiligen,beteiligt,beteiligte,beteiligt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
fortsetzen,verb,fortsetzen,fortsetzt,fortsetzte,fortgesetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
vorstellen,verb,vorstellen,vorstellt,vorstellte,vorgestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bringen,verb,bringen,bringt,brachte,gebracht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beziehen,verb,beziehen,bezieht,bezog,bezogen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beziehen,verb,beziehen,bezieht,bezog,bezogen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
lauten,verb,lauten,lautet,lautete,gelautet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
kehren,verb,kehren,kehrt,kehrte,gekehrt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verwenden,verb,verwenden,verwendet,verwandte,verwandt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
setzen,verb,setzen,setzt,setzte,gesetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
kehren,verb,kehren,kehrt,kehrte,gekehrt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
bestehen,verb,bestehen,besteht,bestand,bestanden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
vorstellen,verb,vorstellen,vorstellt,vorstellte,vorgestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
setzen,verb,setzen,setzt,setzte,gesetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
fungieren,verb,fungieren,fungiert,fungierte,fungiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bringen,verb,bringen,bringt,brachte,gebracht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bezeichnen,verb,bezeichnen,bezeichnet,bezeichnete,bezeichnet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bringen,verb,bringen,bringt,brachte,gebracht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
bedeuten,verb,bedeuten,bedeutet,bedeutete,bedeutet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
erreichen,verb,erreichen,erreicht,erreichte,erreicht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beschäftigen,verb,beschäftigen,beschäftigt,beschäftigte,beschäftigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
kürzen,verb,kürzen,kürzt,kürzte,gekürzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
geraten,verb,geraten,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
kürzen,verb,kürzen,kürzt,kürzte,gekürzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
nennen,verb,nennen,nennt,nannte,genannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verwenden,verb,verwenden,verwendet,verwandte,verwandt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
realisieren,verb,realisieren,realisiert,realisierte,realisiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
kehren,verb,kehren,kehrt,kehrte,gekehrt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
zeichnen,verb,zeichnen,zeichnet,zeichnete,gezeichnet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
begleiten,verb,begleiten,begleitet,begleitete,begleitet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
lassen,verb,lassen,lässt,ließ,lassen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
geraten,verb,geraten,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
kürzen,verb,kürzen,kürzt,kürzte,gekürzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beziehen,verb,beziehen,bezieht,bezog,bezogen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
suchen,verb,suchen,sucht,suchte,gesucht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
bleiben,verb,bleiben,bleibt,blieb,geblieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
orientieren,verb,orientieren,orientiert,orientierte,orientiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
suchen,verb,suchen,sucht,suchte,gesucht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
beleuchten,verb,beleuchten,beleuchtet,beleuchtete,beleuchtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
orientieren,verb,orientieren,orientiert,orientierte,orientiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
dokumentieren,verb,dokumentieren,dokumentiert,dokumentierte,dokumentiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
basierte,verb,basierte,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bleiben,verb,bleiben,bleibt,blieb,geblieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/director,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
